QKEY,DEVICE_TYPE_W49,LANG_W49,FORM_W49,SOCMEDIAUSEa_W49,SOCMEDIAUSEb_W49,SOCMEDIAUSEc_W49,SOCMEDIAUSEd_W49,SNSUSER_W49,ELECTFTGSNSINT_W49,TALKDISASNSINT_W49,TALKCMNSNSINT_W49,SECUR1_W49,PRIVACYNEWS1_W49,HOMEASSIST1_W49,HOMEASSIST2_W49,HOMEASSIST3_W49,HOMEASSIST4_W49,HOMEASSIST5a_W49,HOMEASSIST5b_W49,HOMEIOT_W49,FITTRACK_W49,LOYALTY_W49,DNATEST_W49,TRACKCNT_W49,TRACKCO1a_W49,TRACKCO1b_W49,CONCERNCO_W49,BENEFITCO_W49,CONTROLCO_W49,UNDERSTANDCO_W49,POSNEGCO_W49,ANONYMOUS1CO_W49,TRACKGOV1a_W49,TRACKGOV1b_W49,CONCERNGOV_W49,BENEFITGOV_W49,CONTROLGOV_W49,UNDERSTANDGOV_W49,POSNEGGOV_W49,ANONYMOUS1GOV_W49,CONCERNGRPa_W49,CONCERNGRPb_W49,CONCERNGRPc_W49,CONCERNGRPd_W49,CONCERNGRPe_W49,CONCERNGRPf_W49,CONTROLGRPa_W49,CONTROLGRPb_W49,CONTROLGRPc_W49,CONTROLGRPd_W49,CONTROLGRPe_W49,CONTROLGRPf_W49,PP1_W49,PP2_W49,PP3_W49,PP4_W49,PP5a_W49,PP5b_W49,PP5c_W49,PP5d_W49,PP5e_W49,PP6a_W49,PP6b_W49,PP6c_W49,PRIVACYREG_W49,GOVREGV1_W49,GOVREGV2_W49,SHARE1_W49,KNOW1_W49,KNOW2_W49,KNOW3_W49,KNOW4_W49,KNOW5_W49,KNOW6_W49,KNOW7_W49,KNOW8_W49,KNOW9_W49,KNOW10_W49,TOTALKNOW_W49,PWMAN_W49,PWMAN2_W49,SMARTPHONE_W49,SMARTAPP_W49,PUBLICDATA_W49,RTBFa_W49,RTBFb_W49,RTBFc_W49,RTBFd_W49,RTDa_W49,RTDb_W49,RTDc_W49,RTDd_W49,PROFILE1_W49,PROFILE2_W49,PROFILE3_W49,PROFILE4_W49,PROFILE5_W49,DATAUSEa_W49,DATAUSEb_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49,DATAUSEf_W49,FACE1_W49,FACE2a_W49,FACE2b_W49,FACE2c_W49,FACE3a_W49,FACE3b_W49,FACE3c_W49,FACE4a_W49,FACE4b_W49,FACE4c_W49,FACE4d_W49,DB1a_W49,DB1b_W49,DB1c_W49,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,WEIGHT_W49
201801139279,3,9,1,1,2,2,2,1,1,2, ,2,1,2, , , , , ,2,2,2,2,0,1,2,1,4,4,1,2,1, , , , , , , , ,1,2,1, , , ,3,3,3, , , ,4,2,1,2,4,4,4,4,4,2,4,4,3,1, ,1,5,5,5,5,5,1,1,5,5,5,2,2,1,2, ,2,1,1,1,1, , , , ,1,2,1,1,3,1,1,2, , , ,2,2,2,2,3,4,3,1,2, , ,2,2,2,1,2,3,1,1,5,2,1,1,1,1,6,12, ,6,2, ,2,6,2,1,5,1,2,.2168379823
201801139408,1,9,1,1,2,1,2,1,3,1, ,3,3,1,2,2,2,1, ,2,2,2,2,1,2,3,2,2,3,2,2,2, , , , , , , , ,3,2,3, , , ,1,2,1, , , ,3,4, , ,3,4,4,3,3,3,4,3,3,2, ,1,4,2,2,1,5,5,1,5,5,5,5,1, ,1,1,2,1,1,2,2, , , , ,2,2,1,3,2,3,3,3, , , ,2,2,2,2,3,3,3,3,2, , ,1,2,2,1,2,2,1,2,3,2,2,2,1,1,6,1,1,1,3,2,2,6,2,1,4,1,2,1.6620742102
201801139621,1,9,1,1,2,2,1,1,3,2, ,2,2,1,3,3,2,2, ,1,1,1,2,4,1,3,3,2,3,2,2,1, , , , , , , , ,2,2,3, , , ,3,2,2, , , ,2,4, , ,2,3,3,1,3,2,2,2,4,3, ,2,4,2,1,5,5,3,1,3,1,5,8,2,6,1,1,2,2,2,2,1, , , , ,2,3,1,1,2,2,2,1, , , ,2,2,2,2,3,2,2,1,1, , ,2,2,2,1,2,1,1,1,5,2,1,1,1,1,1,2,2,4,3,2,2,7,1,1,99,1,2,.838454011
201801139624,1,9,2,1,1,2,1,1,3, ,2,2,4,2, , , , , ,2,1,1,2,2, , , , , , , , ,3,4,3,3,3,3,1,2, , , ,1,3,2, , , ,2,2,2,1,3,2,3,4,3,4,3,3,2,4,3,3, ,2,1,4,1,3,5,5,5,5,5,5,5,2,1, ,1,1,2, , , , ,2,1,1,1,2,3,4, , , , , ,1,3,1,2,2,2,2,3,2,2, , ,2,1,2,2,2,1,2,3,2,2,3,2,1,1,1,1,3,1,1,4,3,1,1,2,3,2,2,1,2,.6175024686
201801139640,1,9,1,1,2,2,2,1,1,1, ,2,3,2, , , , , ,2,2,1,1,2,3,3,2,3,3,3,2,1, , , , , , , , ,2,2,3, , , ,2,2,3, , , ,3,3,2,3,2,3,3,3,2,2,2,3,3,1, ,1,4,2,1,1,7,5,5,5,2,5,4,1, ,1,3,2,1,1,1,1, , , , ,2,3,1,2,2,1,1,2, , , ,2,2,2,2,3,3,2,1,1, , ,2,2,2,1,2,2,2,1,5,2,1,1,1,1,1,1,1,2,1, ,1,99,99,1,2,1,1,1.4478152938
201801139651,1,9,2,2,2,2,1,1,3, ,1,2,3,2, , , , , ,2,1,2,2,1, , , , , , , , ,3,4,2,3,3,3,1,2, , , ,1,3,1, , , ,2,2,3,2,3,2,2,2,2,3,2,4,2,1,3,3, ,1,1,4,2,1,1,1,3,1,3,1,5,8,2,6,1,2,1, , , , ,2,1,2,1,2,3,2,2,2, , , ,1,3,3,1,1,1,3,4,3,3, , ,2,2,2,2,2,1,2,1,1,2,3,2,3,4,1,1,6,10, ,6,2, ,2,6,2,1,3,1,1,2.7367096281
201801139669,3,9,1,2,2,1,2,1,3,99, ,2,2,2, , , , , ,1,2,2,1,2,1,3,3,3,3,2,2,1, , , , , , , , ,3,2, , , , ,99,2,3, , , ,3,3,3,2,3,3,4,3,3,3,3,3,2,3, ,1,4,2,1,5,5,5,1,5,5,5,5,2,1,1,3,99,2,2,2,2, , , , ,2,2,2,3,2,3,1,3, , , ,2,2,2,2,2,1,1,1,1, , ,1,2,2,1,2,4,1,1,6,2,1,1,1,1,1,2,2,4,1, ,1,6,2,1,1,1,2,.6882039142
201801139768,3,9,1,1,2,2,2,1,1,1, ,2,2,1,3,2,1,1, ,1,1,1,1,5,1,2,3,2,3,3,1,2, , , , , , , , ,3,1, , , , ,1,1,1, , , ,1,3,3,2,3,3,3,3,4,2,3,2,4,1, ,2,4,2,4,1,5,1,1,3,5,1,7,2,8,1,2,1,2,2,2,1, , , , ,2,3,3, , ,1,1,2, , , ,2,2,1,3,3,3,2,1,1, , ,1,2,2,1,2,4,2,3,2,2,1,1,1,1,1,12, ,5,1, ,1,7,1,1,3,1,1,.5942022694
201801139799,2,9,1,1,2,2,2,1,3,2, ,2,3,2, , , , , ,1,2,1,2,2,3,4,2,3,3,4,2,2, , , , , , , , ,2,2, , , , ,3,3,3, , , ,4,4, , ,2,3,4,2,3,3,3,2,4,1, ,2,5,5,5,5,7,5,5,5,6,5,0,2,8,1,1,2,2,2,1,1, , , , ,3, , , , ,2,2,1, , , ,2,2,3,2,4,4,2,1,3, , ,2,2,2,1,2,4,2,1,5,2,1,1,1,1,1,1,1,2,1, ,1,7,1,1,3,1,1,2.7829419684
201801139864,1,9,1,1,2,1,1,1,2,2, ,2,2,2, , , , , ,2,2,2,2,0,4,4,1,4,3,3,2,2, , , , , , , , ,1,1, , , , ,1,1,1, , , ,2,4, , ,4,4,3,4,4,1,2,3,2,1, ,1,5,2,2,5,4,3,2,5,5,1,3,1, ,1,1,2,1,1,1,1, , , , ,1,1,1,1,2,1,1,2, , , ,1,1,2,2,2,2,1,1,2, , ,2,2,2,1,2,2,2,1,6,2,2,2,4,2,1,6, ,4,2, ,2,8,1, ,3,1,2,1.0374715098
201801139874,3,9,2,1,2,2,1,1,3, ,1,2,3,2, , , , , ,2,1,1,1,3, , , , , , , , ,3,4,3,2,3,4,1,1, , , ,3,3,2, , , ,2,2,2,3,4, , ,2,2,2,2,3,1,2,2,2, ,1,2,4,2,1,4,5,5,5,5,5,5,4,2,6,1,1,2, , , , ,1,1,1,1,2,2,1,2,3, , , ,1,3,2,2,1,2,2,2,2,1, , ,3,1,2,2,2,1,2,4,2,1,6,2,1,1,1,1,5,12, ,5,2, ,2,5,2,1,4,1,1,.551159238
201801139978,3,9,2,1,2,2,2,1,1, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,4,3,3,3,3,2,2, , , ,2,3,2, , , ,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3, ,1,1,1,2,1,1,5,3,1,5,5,5,6,2,6,1,3,99, , , , ,2,1,1,1,1,2,1,2,2, , , ,2,2,1,2,2,3,2,3,3,1, , ,3,1,2,2,2,1,2,3,2,2,3,2,1,1,1,1,3,2,2,5,1, ,1,6,2,1,3,1,2,.4110687874
201801139979,3,9,2,2,2,2,2,0, , , ,2,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,4,3,2,4,4,1,2, , , ,3,3, , , , ,2,2,2,1,3,3,2,2,3,2,2,3,2,2,2,2, ,2,2,4,2,2,5,5,5,1,4,5,5,4,2,6,1,1,1, , , , ,2,1,1,1,2,2,2,2,2, , , ,1,2,1,2,2,2,2,2,2,2, , ,1,1,2,2,2,1,2,4,2,3,2,2,1,1,1,1,1,1,2,5,3,2,2,4,2,1,4,1,2,1.021058228
201801140035,1,9,2,2,2,2,2,0, , , ,2,3,1,3,3,2, ,1,1,2,1,2,3, , , , , , , , ,5,5,3,3,2,2,1,1, , , ,2,3, , , , ,1,2,1,3,3,2,2,2,3,3,3,3,1,1,1,3, ,2,1,4,5,1,1,5,5,1,3,1,1,8,2,2,1,1,2, , , , ,2,2,1,1,2,3,2,2,2, , , ,2,2,2,2,1,1,2,2,2,4, , ,1,2,2,2,2,1,2,2,1,3,2,2,1,1,1,1,2,1,2,5,3,2,2,7,1,1,3,1,2,1.4243927656
201801140059,1,9,1,1,1,2,1,1,2,2, ,2,1,2, , , , , ,2,2,1,2,1,2,2,2,2,3,2,2,2, , , , , , , , ,1,2,1, , , ,1,2,2, , , ,3,3,3,3,2,2,2,2,2,1,1,1,2,1, ,2,4,2,1,5,5,1,1,5,5,1,6,2,8,1,1,2,2,2,1,1, , , , ,1,2,1,3,2,2,1,2, , , ,2,2,2,3,3,2,3,3,2, , ,2,1,2,1,2,2,1,2,3,2,1,1,1,1,1,2,2,5,2, ,2,6,2,1,4,1,2,.9056925901
201801140140,2,9,1,1,1,2,2,1,2,2, ,2,2,2, , , , , ,1,1,1,2,3,1,3,2,2,3,2,2,2, , , , , , , , ,3,2, , , , ,3,3,3, , , ,1,4, , ,2,2,3,3,2,2,2,2,3,1, ,2,4,2,1,1,5,3,1,5,5,1,8,1, ,1,3,2,1,1,1,1, , , , ,1,1,1,2,2,1,3,3, , , ,2,2,2,2,3,2,2,3,3, , ,1,2,2,1,2,3,2,2,3,2,1,1,1,1,1,1,2,6,2, ,2,8,1,1,4,1,2,.6204912939
201801140179,3,9,2,1,1,2,1,1,3, ,2,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,2,4,2,3,3,3,2,2, , , ,1,2,1, , , ,1,3,2,2,4, , ,2,3,3,2,3,2,3,2,2, ,1,2,5,2,1,5,5,3,1,5,1,5,6,2,1,1,3,2, , , , ,2,1,1,1,2,2,3, , , , , ,1,3,3,2,2,1,2,2,2,2, , ,2,1,2,2,2,1,2,1,2,3,2,2,3,4,1,1,6,99, ,6,99,99,9,99,99,3,3,1,1,.6389461865
201801140191,1,9,1,2,2,2,2,0, , , ,2,3,2, , , , , ,2,2,1,2,1,2,4,1,4,3,4,2,1, , , , , , , , ,3,2, , , , , ,3,3, , , ,4,4, , ,2,3,2,3,3,2,2,2,3,1, ,1,4,2,1,5,5,5,1,4,1,5,6,1, ,1,3,2,2,1,2,1, , , , ,1,2,1,2,3,2,2,2, , , ,2,1,1,1,4,2,1,1,1, , ,1,2,2,1,2,2,1,1,5,2,1,1,1,1,6,12, ,6,2, ,2,1,3,1,3,1,2,.3306996782
201801140203,3,9,1,2,2,2,1,1,2,2, ,2,2,2, , , , , ,1,2,2,2,1,1,2,2,2,2,3,2,2, , , , , , , , ,2,2,2, , , ,2,2,2, , , ,3,4, , ,3,4,3,4,4,3,3,3,3,1, ,1,4,2,1,1,5,3,1,3,6,5,8,2,6,1,2,2,2,2,2,2, , , , ,1,2,1,2,2,1,2,2, , , ,2,2,2,2,3,3,3,1,1, , ,2,2,2,1,2,1,1,1,5,2,1,1,1,1,6,1,1,4,3,1,1,6,2,2,3,1,1,.8082250074
201801140297,1,9,1,1,2,2,2,1,3,1, ,2,1,1,3,2,3,2, ,2,2,1,2,2,3,3,3,3,2,3,2,2, , , , , , , , ,2,2, , , , ,2,2,2, , , ,1,3,1,2,2,2,3,2,3,2,3,2,2,3, ,2,5,2,3,1,5,3,1,5,5,2,5,2,6,1,2,2,1,1,1,1, , , , ,3, , , , ,3,1,1, , , ,1,2,2,2,2,2,1,1,2, , ,2,2,2,1,2,4,2,3,2,2,1,1,1,1,1,2,2,2,1, ,1,99,99,1,99,1,2,1.3436553417
201801140322,2,9,1,1,2,2,2,1,3,2, ,3,2,2, , , , , ,2,2,1,2,1,2,4,2,4,4,3,2,1, , , , , , , , ,3,2,3, , , ,3,3,3, , , ,2,4, , ,2,3,3,3,3,2,3,2,4,3, ,2,4,2,2,5,1,5,4,3,6,5,3,2,3,1,3,2,2,2,1,1, , , , ,3, , , , ,2,1,2, , , ,3, , , , , , , , , , ,2,2,2,1,2,2,1,1,5,2,1,1,1,1,1,9, ,6,2, ,2,4,2,1,4,1,1,1.0908946236
201801140424,1,9,1,1,1,2,2,1,2,2, ,2,1,2, , , , , ,2,2,1,2,1,1,2,2,3,1,3,2,1, , , , , , , , ,1,1,3, , , ,1,1,1, , , ,1,4, , ,3,3,3,4,3,3,4,3,3,1, ,1,4,2,1,5,5,3,1,4,5,5,6,2,3,1,1,1,2,1,2,1, , , , ,1,2,1,2,3,1,1,1, , , ,2,2,2,2,4,4,2,1,1, , ,2,1,2,1,2,2,2,1,5,2,1,1,1,1,6,2,2,2,3,2,2,5,2,1,4,0,1,.2113506502
201801140445,3,9,2,1,2,2,2,1,3, ,2,2,3,2, , , , , ,2,1,2,2,1, , , , , , , , ,3,3,2,3,2,4,2,1, , , ,2,2,2, , , ,1,2,2,2,4, , ,2,3,3,4,4,2,2,2,4, ,1,2,5,5,5,5,5,1,4,1,1,5,2,2,6,1,3,2, , , , ,1,1,1,1,3, , , , , , , ,1,3,3,2,2,2,2,3,2,2, , ,2,3,2,2,2,1,2,2,2,1,6,2,1,1,1,1,6,12, ,6,2, ,2,5,2,1,5,1,2,.3640773665
201801140536,2,9,1,1,1,2,2,1,2,2, ,1,3,2, , , , , ,2,1,2,2,1,4,4,3,3,3,3,1,2, , , , , , , , ,2,3, , , , ,2,2,2, , , ,4,3,3,3,3,3,3,3,3,3,2,2,3,1, ,2,1,1,1,5,5,1,5,1,5,1,3,2,8,1,4,2,2,2,2,2, , , , ,2,4,2,3,4,2,2,2, , , ,3, , , , , , , , , , ,2,2,2,1,2,3,2,3,1,2,1,1,1,1,1,1,1,2,1, ,1,6,2,1,1,1,2,.7930405279
201801140601,1,9,1,1,2,2,2,1,3,2, ,3,4,2, , , , , ,2,2,2,1,1,2,4,2,4,3,4,2,2, , , , , , , , ,3,1,2, , , ,3,3,3, , , ,1,4, , ,4,4,4,4,4,3,3,3,4,1, ,2,4,2,5,1,5,5,5,5,5,5,4,2,1,1,2,2,1,1,2,1, , , , ,2,2,1,3,2,1,2,1, , , ,2,2,3,2,3,3,2,1,2, , ,2,2,2,2,2,3,1,1,6,2,1,1,1,1,1,12, ,5,1, ,1,8,1,1,2,1,2,.888937384
201801140622,1,9,2,1,1,2,1,1,2, ,2,2,3,2, , , , , ,1,2,1,2,2, , , , , , , , ,1,1,1,4,4,4,2,2, , , ,2,3,2, , , ,1,2,2,1,4, , ,2,2,3,2,2,3,4,3,3, ,1,1,4,2,5,5,5,5,1,5,1,5,5,2,3,1,3,2, , , , ,2,1,1,2,2,2,1,2,2, , , ,1,1,3,2,2,2,2,4,3,3, , ,2,1,2,2,2,1,4,1,2,2,3,2,1,1,1,1,6,2,1,2,3,1,1,9,1,3,2,0,1,1.0683287888
201801140641,3,9,1,1,1,2,2,1,2,1, ,2,2,2, , , , , ,2,2,2,2,0,3,3,3,3,2,2,99,2, , , , , , , , ,3,3, , , , ,3,3,3, , , ,4,99, , ,2,2,2,99,3,2,4,4,2,2, ,99,99,5,99,4,1,1,5,5,99,5,0,99, ,2, ,99,99,99,99,1, , , , ,1,2,2,2,2,2,99,99, , , ,2,99,99,99,99,99,99,1,1, , ,99,99,99,1,2,2,2,2,3,2,1,1,1,1,1,1,1,2,4,1,1,4,2,1,2,1,1,1.2988701515
201801140678,1,9,2,1,2,2,2,1,2, ,2,2,3,1,3,1,2, ,1,1,1,1,2,4, , , , , , , , ,1,1,2,3,4,2,2,2, , , ,2,2,2, , , ,2,3,3,3,3,3,3,2,3,4,3,4,2,3,2,4, ,2,1,4,2,2,5,5,5,5,3,5,5,4,1, ,1,1,2, , , , ,2,1,2,2,3, , , , , , , ,1,3,3,2,3,99,4,99,2,2, , ,2,3,2,2,2,1,2,2,2,3,2,1,1,3,1,1,1,1,2,2,4,99,9,99,99,3,3,1,2,1.3364118071
201801140717,3,9,2,1,2,2,1,1,2, ,2,2,2,2, , , , , ,2,1,1,2,2, , , , , , , , ,2,3,2,3,4,3,1,2, , , ,1,2,1, , , ,3,3,2,1,4, , ,4,4,3,4,3,3,3,3,3, ,2,1,4,2,1,5,1,5,5,5,5,5,3,2,6,1,1,2, , , , ,2,1,2,1,2,2,2,3,3, , , ,2,2,2,2,1,2,1,4,3,1, , ,2,2,2,2,2,1,2,4,1,3,2,2,1,1,1,1,1,1,2,4,3,1,1,7,1,1,3,1,1,.4699330215
201801140744,3,9,2,1,2,2,2,1,2, ,2,3,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,4,5,2,4,4,4,2,1, , , ,2,3,2, , , ,1,2,2,2,4, , ,3,3,3,3,3,2,3,2,3, ,2,1,4,2,5,5,1,4,5,5,5,5,2,2,1,1,2,2, , , , ,2,1,1,1,2,3,1,2,2, , , ,2,2,2,2,3,2,2,4,4,2, , ,3,3,1,2,2,2,2,2,1,1,6,2,1,1,1,1,1,1,1,1,1, ,1,7,1,1,1,0,1,.5718243426
201801140771,2,9,2,2,2,2,2,0, , , ,2,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,99,4,1,4,4,4,2,99, , , ,1,1, , , , ,1,3,3,2,4, , ,3,3,3,3,3,4,4,4,3, ,1,99,5,5,5,99,1,5,5,5,1,5,1,2,1,2, ,2, , , , ,1,1,1,1,2,5,2,4,2, , , ,2,2,3,2,99,99,99,4,99,99, , ,2,1,2,2,2,1,2,3,2,1,6,99,99,9,1,1,1,1,1,2,1, ,1,7,1,1,1,1,2,.6786703689
201801140850,3,9,2,1,2,2,2,1,2, ,2,2,3,2, , , , , ,2,1,1,2,2, , , , , , , , ,1,2,2,4,4,3,2,2, , , ,2,2,1, , , ,2,3,2,1,3,3,2,3,4,3,4,4,2,4,2,3, ,1,1,4,2,5,5,5,2,5,3,5,4,4,2,5,1,1,2, , , , ,1,1,1,1,1,2,1,2,3, , , ,3,2,2,2,2,1,1,4,3,3, , ,2,3,2,2,2,2,2,2,1,3,2,2,4,4,1,1,2,10, ,3,3,1,1,6,2,3,3,1,2,3.2641871244
201801140856,3,9,1,2,2,2,2,0, , , ,2,2,2, , , , , ,2,2,1,2,1,1,1,2,4,4,2,2,2, , , , , , , , ,3,2, , , , , ,3,3, , , ,2,4, , ,4,4,4,4,4,3,3,3,3,1, ,1,4,2,1,5,5,5,1,5,6,5,5,2,1,1,2,2,1,1,1,1, , , , ,1,2,2,2,2,1,3,1, , , ,1,1,2,1,3,3,1,1,1, , ,2,2,2,2,2,3,1,3,2,2,1,1,1,1,3,1,2,6,2, ,2,5,2,1,3,1,2,.5036584606
201801140882,3,9,2,1,2,2,2,1,2, ,99,2,4,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,3,2,3,3,3,2,2, , , ,2,3,2, , , ,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3, ,1,2,4,2,1,5,5,5,5,5,6,5,4,2,1,2, ,1, , , , ,2,1,1,1,2,2,2,3,3, , , ,2,2,2,2,3,3,3,3,3,2, , ,2,2,2,2,2,1,2,4,1,3,1,2,1,1,1,1,1,1,2,5,3,1,1,3,3,1,2,1,1,.4699330215
201801140972,3,9,2,1,2,2,2,1,2, ,2,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,3,3,2,3,3,2,2, , , ,1,2,1, , , ,99,2,2,1,1,2,1,2,2,2,3,2,2,3,2,2, ,1,1,4,2,1,1,5,5,2,4,5,5,5,2,6,1,2,2, , , , ,2,1,1,1,2,2,2,3,2, , , ,2,2,1,2,3,3,2,3,3,3, , ,3,3,2,2,2,2,2,3,2,1,6,2,1,1,1,1,1,1,2,4,4,1,1,8,1,2,4,1,1,.8151301827
201801140992,1,9,1,1,2,2,1,1,2,2, ,2,2,2, , , , , ,2,2,2,2,0,2,3,2,3,3,2,2,2, , , , , , , , ,2,1,2, , , ,3,3,3, , , ,2,3,2,2,3,4,3,3,3,2,2,2,2,1, ,2,4,5,1,5,5,1,5,5,6,5,3,2,7,1,3,2,1,1,1,1, , , , ,2,2,2,2,2,1,3,1, , , ,2,2,1,2,2,2,1,1,3, , ,2,2,2,2,2,4,1,3,2,2,1,1,1,1,1,2,2,3,2, ,2,6,2,1,3,1,1,.5460292602
201801141072,1,9,2,1,2,2,2,1,2, ,2,3,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,4,4,3,3,3,3,2,2, , , ,2,2,2, , , ,2,2,2,2,4, , ,3,3,3,3,4,2,3,3,3, ,2,1,4,2,1,1,5,3,1,3,5,5,8,2,8,1,3,2, , , , ,2,1,2,1,2,2,1,2,3, , , ,1,1,1,2,3,2,2,4,4,3, , ,2,3,1,2,2,2,2,2,2,1,6,2,1,1,1,1,6,10, ,5,2, ,2,5,2,1,3,1,2,.3437588249
201801141107,3,9,2,2,2,2,2,0, , , ,3,3,2, , , , , ,2,2,1,1,2, , , , , , , , ,3,5,3,4,3,3,1,2, , , ,2,3, , , , ,2,3,3,3,4, , ,2,2,3,3,2,2,2,4,3, ,2,2,4,2,1,1,5,5,1,4,1,5,7,2,6,1,3,2, , , , ,2,1,1,1,3, , , , , , , ,2,2,2,2,2,3,3,4,3,2, , ,2,3,2,2,2,2,2,2,2,1,5,2,1,1,1,1,1,1,2,3,2, ,2,8,1,1,4,1,1,1.0307111511
201801141132,3,9,1,2,2,2,1,1,2,2, ,2,3,2, , , , , ,2,2,2,2,0,2,4,1,4,3,3,2,1, , , , , , , , ,3,2,2, , , ,2,2,3, , , ,2,2,1,2,2,3,3,3,2,2,3,3,2,1, ,1,4,2,5,5,5,4,5,5,5,5,3,2,3,2, ,2,2,2,2,1, , , , ,3, , , , ,2,1,1, , , ,2,3,1,3,4,3,2,1,2, , ,2,2,2,1,2,3,2,2,4,2,1,1,1,1,6,1,2,3,3,2,2,2,3,1,2,0,1,.1720937948
201801141152,1,9,2,1,2,2,1,1,3, ,2,2,3,1,2,3,2, ,1,2,1,1,2,3, , , , , , , , ,3,3,1,1,3,2,2,2, , , ,2,2,2, , , ,2,2,2,3,3,2,1,1,1,1,1,1,2,2,2,2, ,2,1,5,5,5,5,7,5,5,5,1,5,1,2,8,1,2,1, , , , ,1,1,1,1,2,3,4, , , , , ,3,3,3,3, , , , , , , , , , ,2,2,2,1,2,1,2,2,3,2,99,9,1,1,2,12, ,6,3,1,1,99,99,3,99,0,2,1.5338570575
201801141153,1,9,1,1,1,1,1,1,3,1, ,2,3,2, , , , , ,2,2,1,2,1,1,3,2,3,3,3,2,2, , , , , , , , ,3,3,3, , , ,3,3,3, , , ,3,4, , ,2,3,3,3,3,3,3,3,3,1, ,2,4,2,1,4,5,1,1,4,5,5,5,1, ,1,1,2,2,1,2,1, , , , ,2,2,2,2,2,3,2,2, , , ,3, , , , , , , , , , ,2,2,2,1,2,1,2,1,6,2,1,1,1,1,6,2,2,2,2, ,2,5,2,2,4,1,2,.4138848304
201801141321,3,9,1,1,1,2,2,1,2,2, ,2,4,2, , , , , ,1,2,1,2,2,2,4,2,3,3,3,2,1, , , , , , , , ,3,2, , , , ,2,3,2, , , ,2,3,3,2,2,2,3,3,3,2,3,2,3,3, ,2,4,5,5,5,5,5,5,5,3,5,2,2,3,1,3,2,2,1,1,1, , , , ,3, , , , ,3,3,1, , , ,3, , , , , , , , , , ,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,5,1, ,1,8,1,1,2,1,2,1.1036379562
201801141668,1,9,2,2,2,2,2,0, , , ,2,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,4,5,4,4,4,4,1,1, , , ,3,3, , , , ,2,2,1,4,1,1,2,2,2,2,2,3,3,3,4,2, ,1,2,5,5,5,5,7,5,5,5,5,5,0,2,1,1,3,2, , , , ,2,1,2,1,2,3,3, , , , , ,2,1,2,3, , , , , , , , , , ,2,2,2,1,2,3,2,3,2,2,1,1,1,1,1,12, ,5,1, ,1,8,1,1,3,1,2,.6993424434
201801141679,1,9,2,1,1,2,2,1,2, ,2,3,1,2, , , , , ,2,2,2,1,1, , , , , , , , ,1,3,2,2,3,1,1,2, , , ,1,1,2, , , ,2,1,2,1,3,2,2,2,3,3,3,2,2,1,2,2, ,1,1,5,2,3,4,5,1,5,4,2,5,2,2,3,1,1,2, , , , ,2,1,1,1,1,5,1,4,3, , , ,1,1,2,1,2,2,2,3,2,2, , ,1,1,2,2,2,1,2,2,2,2,4,2,1,1,1,1,1,1,2,2,1, ,1,6,2,3,2,1,1,.6819224982
201801141701,3,9,2,1,2,2,2,1,3, ,2,2,2,1,3,3,3, ,2,1,1,1,2,4, , , , , , , , ,4,4,4,4,4,3,1,2, , , ,2,3,2, , , ,1,2,1,4,3,3,2,3,3,3,2,2,3,3,3,2, ,1,2,4,2,3,5,5,5,5,3,5,5,4,2,1,1,3,1, , , , ,1,1,1,1,3, , , , , , , ,3,3,3,2,3,3,2,3,3,2, , ,2,1,2,2,2,1,2,3,2,3,2,2,1,1,1,1,1,1,2,6,1, ,1,5,2,1,3,1,2,1.049013665
201801141713,3,9,1,1,1,2,2,1,2,2, ,2,2,1,3,1,1,1, ,1,2,2,2,2,3,4,2,3,2,3,2,2, , , , , , , , ,2,2, , , , ,1,2,2, , , ,3,4, , ,2,2,2,2,2,2,3,2,3,3, ,1,4,5,5,5,5,1,5,4,5,2,2,2,3,1,1,2,1,1,1,1, , , , ,2,3,2,3,2,1,2,1, , , ,2,2,2,2,2,2,2,1,2, , ,1,1,2,1,2,3,2,2,3,2,1,1,1,1,3,1,1,5,1, ,1,1,3,1,3,1,2,.5834790496
